Name,img_txt,tw_txt,loc_d1,loc_h2,loc_h3,loc_h4,loc_w1,loc_w2,label,follower_count,listed_count,statuses_count,friends_count,follower/friend_ratio
tweet_44870.txt,woman beard man surfboard white black striped shirt boat water man wearing glass man holding paddle hat man building background man beard man wearing glass striped shirt black glass man face man black shirt white building man boat man beard large building distance man surfboard pole holding ski pole stripe striped hat head water blue large hill distance man surfing man brown hair man beard red white striped shirt striped shirt man blue white striped shirt man wearing glass man surfboard boat water water calm man beard white blue striped shirt black white hat building background tail bird people water man water flag building man water man mouth open man beard white cloud blue sky blue water ocean yellow black flag building background man standing beach large blue building man water man wearing black wetsuit large building blue yellow logo truck building distance yellow black flag white cloud blue sky reflection person water water calm white cloud blue sky hat head man holding rope blue white boat water blue blue white striped blanket man wearing hat white blue rope small white boat large boat water man face brown black strap man shoulder yellow black umbrella blue white sign water blue man wearing hat water blue small white boat white cloud blue sky white boat water water blue water ocean man shirt white white black stripe zebra small boat water white shirt blue white ocean wave water calm ear man shirt blue,ahoy ⛵ ️ #venice #ahoy #vacation #love #cool #selfie lido di venezia,134202.383764,3.90954256,1.6814672941,4.50391829,96.7843936292,0.900044,1,2546,281,1849,482,5.2821576763
tweet_40049.txt,man head turned white cloud blue sky blue white shirt blue white striped blanket plaid shirt man wearing glass tree fence blue white striped shirt blue white striped shirt man cat white cloud blue sky man glass white cloud blue sky man wearing white shirt man beard hair blonde green hill background white cloud sky man black hair blue white striped shirt black white glass shirt white line tree blue white striped blanket shirt white blue white striped blanket tree road wooden fence white black checkered shirt man wearing red shirt tree distance blue white plaid shirt blue white striped shirt man wearing white shirt arm man man wearing hat man short hair white blue shirt sun shining bear hair brown man glass water blue man hair brown metal railing man hair black man beard white black shirt blue white striped shirt white line road blue white blanket nose man white cloud blue sky white line road white cloud blue sky tree distance head person blue white shirt white cloud blue sky white line ground white pillow bed blue white shirt blue white shirt shirt white white cloud blue sky shadow person man wearing white shirt man beard shirt white white cloud blue sky blue white shirt floor blue man beard water,nautin tästä :) #selfie #balticprincess #siljaline #risteily #aurinkokansi #sundeck #upeailma,569.238084091,31.55876541,5.6796534667,6.53341961,53.3359667152,0.143848,1,130,0,554,232,0.5603448276
tweet_3973.txt,man head turned window white frame man beard man blue shirt man wearing glass blue shirt man man wearing hat eye man man beard wooden fence blue towel chair tree background pillow bed bridge water man beard black hat head blue white logo shirt woman wearing hat ear person blue white shirt tree background blue metal fence blue white tie white line floor bridge water blue white sign sky clear blue ear person metal fence white pillow bed light reflection mirror man beard man wearing blue shirt black metal frame black ear man bridge water white line floor bridge water blue white shirt white cloud sky white pillow bed black white tie white lamp table bridge water shirt blue white cloud blue sky clear blue sky man wearing glass white ceiling bridge water white hat head seat blue black strap black metal plate black metal frame wall white wooden fence wall white man beard person wearing black shirt white plate light shining table small patch water white line road bridge water window background person white wall chair black blue shirt woman curtain blue white line ground white plate white shirt man black metal bar white ceiling white pillow couch blue white stripe tie white cloud blue sky shirt blue shirt blue white wall,monday selfie bayous #louisiana #monday #selfie #splicelife manchac swamp,116.828045638,1.08273423,2.81951906267E-009,1.0249683364,66.087922643,0.423008,1,557,4,14626,1243,0.4481094127
tweet_5354.txt,blue white ocean woman wearing sunglass man short hair woman wearing pink shirt hand person red white sunglass head person man hair brown woman wearing glass shirt white blue sky cloud woman wearing necklace woman holding surfboard logo shirt white wave ocean man hair brown hand holding ring hand person man wearing hat hand holding bottle white cord floor woman wearing pink man beard white shirt red logo hair head horse white cord red white tennis shoe nose man woman pink scarf white cloud blue sky shirt pink man glass water blue white wave ocean woman wearing ring shirt red woman smiling hand person white wave ocean sand white white cloud blue sky white wave ocean white shirt man pink white toothbrush white cord shirt red shirt white hair head person neck woman white cloud blue sky pink white wii controller man wearing glass white shirt man white blue ocean wave water blue arm person floor grey water blue white white sand beach white line floor man wearing ring white shirt man red white umbrella red white shirt white cloud blue sky white cord white cloud blue sky woman wearing necklace small wave distance white cloud blue sky woman wearing necklace white cloud blue sky pink white tank necklace man neck sky blue man right hand ear man red cord white cord woman wearing necklace,sweaty couples beach run #selfie 😛  livin fit life portugal holiday 💪    🏼    ☀    👙 ️,2274.29819534,354.936005,19.0745239276,33.00435639,340.759677833,0.008156,1,363,16,836,319,1.1379310345
tweet_30436.txt,head woman dark brown hair shirt white window background woman smile woman long hair shirt black woman long hair window photo eye woman hair long hair long eye woman hair long metal grate hair long tail horse tree background nose woman tail white dog mane dog hair brown white tile floor hair brown woman long hair white bag chair hair woman black door white frame black white ear nose woman black white window black cow mirror hair man head metal railing black white spot giraffe nose woman hair woman hair black window building black strap man shirt hair brown white line building white cloud blue sky woman wearing necklace ear cat white wall building hair horse ear dog patch grass hair horse small brown spot light wall black white spot giraffe white cloud blue sky white cloud blue sky white cloud blue sky snow covered hill hair black ear person window black hair long white cloud blue sky white cloud blue sky hair brown reflection woman white ceiling ceiling woman wearing necklace ear person white cloud blue sky cat black black white shirt,#gotcurls #haircut #happyday #selfie #thankyou #loveit 💕  poppit sands,3904.84505934,195.268631,125.42853546,125.42853546,-133.818872104,0.3042,1,124,6,477,712,0.1741573034
tweet_45328.txt,woman white shirt woman holding phone light shining wall blue shirt collar head man white shirt collar mouth person large window wall pink white striped shirt woman red shirt people sitting background wall dark sky clear hair man eye woman black white cat person wearing hat large white sign hair brown face woman black white bag person standing background large white picture shirt blue girl pink nose blue white umbrella blue white plate cake white white plastic bag silver metal bar yellow blue shirt white shirt woman white shirt man white plastic bag cat black man shirt blue mouth woman hair brown person wearing hat person wearing black shirt hair man black white chair white line building black metal bar person wearing hat person standing window person wearing black shirt necklace woman face white shirt man woman wearing necklace dark colored table flower white napkin person woman pink shirt sky clear white shirt man black hair white table cloth hair man girl pink nose person wearing white shirt black shirt sky blue sky blue shade,volviendo #m12casi #mipumita #selfie santino_fabiano #babasdemam 😍    😍 á delta rugby club,3943.81813693,22.95620537,8.344364162,10.65431571,211.530757913,0.088888,1,643,0,3969,2109,0.3048838312
tweet_110132.txt,woman blonde hair woman wearing white shirt blue sky cloud beach scene woman wearing pink shirt pink white dress white cloud blue sky woman red hair sky cloudy white snow ground building background water man pink white shirt hair blonde tower distance water calm building distance colorful tie people water pink white shirt water blue white red white design shirt white blue ocean wave nose woman person photo white cloud blue sky arm person white cloud blue sky pink white red shirt red white flower cake people water people water pink white shirt building distance woman long hair white blue ocean wave boat water pink shirt woman white boat water woman wearing pink shirt small wave water arm person woman red hair woman hair pink white wave ocean pink flower bed pink white shirt hair woman head white blue ocean wave white blue ocean wave sun shining sun hair woman water calm sky clear blue woman wearing white shirt woman wearing white shirt hair blonde red white flower umbrella building distance woman hair pink pink shirt woman water calm light reflecting table woman wearing pink shirt white hair woman person water blue white cloud blue sky white cloud blue sky pink white design water white red white design table pink white shirt white cloud blue sky white shirt beach woman red hair water calm red white tie white shirt man,#selfie #seafront #strolling #loveengland #travel #travelineurope #latesummer,798.54803501,48.0552216,21.8581924607,39.1891927003,123.38824282,0.438592,1,67,33,1054,58,1.1551724138
tweet_118296.txt,person holding cat hat blue man black hair letter blue letter white black bag car white plastic bag blue white umbrella man wearing glass hand person hand person blue white umbrella man wearing glass white blue hat blue umbrella table hand person shirt blue handle scissors black white sunglass blue shirt man man hair brown man black hair black handle black wheel bike black white handle dark brown hair blue white shirt blue white sign white hand table man left ear man right ear red black logo hand holding phone hand person black handle bike white blue blanket black white wheel man black hair blue white shirt person holding camera blue hat woman head man hair brown thumb finger white spot man black bag floor blue jean floor thumb finger person hand rock background shirt black black umbrella floor white plate black green hill pair black shoe brown dirt ground blue sky blue jean finger person black strap man hand green hill background brown dirt ground white rock ground white plate white spot ground white shirt man white spot wall shade mountain distance white spot giraffe arm man arm person blue roof building person wearing blue shirt white plate rock ground blue sky white cloud tree white cloud blue sky shade blue jean man tie blue tree trouser,glad men dum car-selfie ved big sur ☉  #bigsur #carselfie #selfie #usroadtrip #roadtrip,15.4065218542,947.98407,366.99625015,367.11009216,1068.50643622,0.10334,1,720,25,4169,817,0.8812729498
tweet_86588.txt,woman black hair blue white dress woman wearing glass blue white dress blue white shirt white car parked street woman wearing green shirt pair glass blue white sign window photo blue white sticker surfboard person hand man wearing blue shirt woman wearing black dress mirror car white paper towel woman wearing white shirt wall white blue white shirt black hair woman woman glass white car background light shining ceiling tree background black hair woman blue white snow ground blue shirt woman white shirt woman black car woman wearing white shirt blue white logo sign white toilet seat arm person white vent wall light table white handle car white paper wall tree background white pillow bed blue jean man blue white sign snow white wall window bus woman wearing black shirt blue white shirt white black shoe white cloud blue sky white toilet seat white wall white cloud blue sky white paper wall blue shoe black hair woman white cord wall white chair black strap floor white wall white tank table black hair man head roof building white pillow window white white cloud blue sky white wall white wall toilet window train white snow ground white paper table black white photo,heading road #selfie #selfienation #selfies #tagsforlikes #tflers,737.924535887,21.0845509,1.55517909661E-009,12.04120636,2594.42252296,0.161116,1,228,62,3295,570,0.4
tweet_94660.txt,picture taken day man short hair sky cloudy gray tall building background man black hair water calm large bridge water tall building background sky cloudy blue sky clear blue man beard building distance man wearing black shirt tall building distance white building roof bridge water white cloud blue sky bridge water white cloud blue sky bridge water white cloud blue sky tall building distance tall building distance bridge water building background building distance bridge water water calm white fence man short hair tall building black white fence fence background large white building tall building background building background black jacket man white fence water calm white cloud blue sky bridge water green fence white fence bridge water man beard man beard water dark black white sign bridge water bridge water white cloud blue sky building distance black white shirt bridge water bridge water bridge water green fence man wearing glass man wearing hat white cloud blue sky white building distance bridge water man wearing black shirt white pole distance tall building background white cloud blue sky reflection boat water water calm white cloud blue sky white cloud blue sky green white sign white cloud blue sky bridge water white boat water white cloud blue sky white cloud blue sky hair man jacket black white cloud blue sky white cloud blue sky white cloud blue sky man wearing black shirt black jacket man hair man hair black black bag black shirt man,new landmark #glasgow #triksum #selfie #instatraveling #traveller,340.851376962,130.49113464,21.5891499498,21.58914995,-23.9822191948,0.029884,1,354,24,1643,2288,0.1547202797
tweet_104528.txt,shirt white man short brown hair boy holding teddy bear white car parked street white shirt blue stripe white paper table window building collar blue shirt blue white toothbrush blue white car white blue tie white plastic chair white letter blue shirt window car blue car road white blue flag window building eye man blue white sign white plastic chair hair brown sidewalk black pattern blue white tile white shirt blue writing road grey blue white car white shirt man pair blue jean hair brown white car parked street blue white sign eye man blue white sign white blue shirt blue white sign window building white shirt man white metal pole small white door white flower shirt blue white chair white cloud blue sky white boat water shirt white blue white striped blanket nose man red metal pole window building blue white boat red metal pole white building white black sidewalk blue shirt white shirt table white window building collar blue shirt window building white line wall man wearing hat white tile floor white toilet seat man beard window building white cloud blue sky white line ground blue white bag blue white car blue white tie blue white snow ground man wearing necklace white window building white door building blue white sticker ear man brick sidewalk blue white snow white line road brick floor floor blue white building shirt white brick sidewalk white line shirt woman pink shirt white cloud blue sky white pillow white wall white cloud blue sky white line road window building man wearing necklace shadow person floor white wall road white line road floor floor person white shirt,#boy #gayboy #munich #sun #autumn #bose #smile #selfie munich germany,688.583857881,575.06311035,4.4812622105,9.14047242,374.970132909,0.01704,1,106,58,4515,85,1.2470588235
tweet_5986.txt,man wearing red shirt man glass face man wearing black hat man beard tree background man glass paved road white cloud sky car parked street red white shirt man short hair bush background number shirt tree background tree background man glass blue wall table white car parked street window car man wearing red shirt floor white clear blue sky road white letter sign man glass shirt red row car small white house white car street man glass white shirt man tree background palm tree white blue shirt car silver white letter shirt tree road man wearing white shirt road road small bush background large tree distance headlight car man brown hair small white car person car red white striped shirt man beard hair man red shirt man small white building tree background white car background road wet tree background white cloud blue sky white wall background red white jacket red shirt man man black hat white blue shirt small bush background man beard wall man man black hair car street view mirror arm person table red,#selfie #az #macron رياض الأندلس,280.600187123,174.415726,29.3584427847,31.44506693,1683.11534511,0.0187,1,984,15,2678,2511,0.3918757467
tweet_953.txt,man beard tower clock man wearing tie man glass gray jacket green leaf tree roof tower jacket black roof tower man glass white button remote control eye man backpack blue mountain background pair scissors eye man water calm tower building tree background man beard tower stone man short hair window building water calm white button shirt tree shore white cloud blue sky large building boy wearing hat building background white cord nose man eye man tower stone man smiling tree distance tree distance white cloud blue sky white cloud blue sky mountain background white collar man roof tower roof tower small building distance black jacket man man short hair small bush background white tag blue shirt roof tower man short hair white cloud blue sky man wearing glass number shirt water ocean small green tree pillar stone green tree hill eye man eye woman blue towel towel white cloud blue sky water background tree distance white cloud blue sky water calm blue jean brick wall green leaf tree blue white towel white cloud blue sky man glass small tree background man wearing black shirt man glass water blue color green white water bag white water calm tree background small white boat distance white cloud blue sky white shirt man white cloud blue sky man wearing necklace tree distance pocket man shirt man brown hair green brown mountain white cloud blue sky water ear man man wearing hat hair man hair man white cloud blue sky white cloud blue sky green leaf tree,wirklichkeit stehe ich gerade vor einer fototapete 😉  #selfie #selfietime #septum,36.9918073583,2797.29882812,620.959350587,624.99951172,26.1571578314,0.132084,1,1991,220,68435,723,2.7538035961
tweet_19585.txt,man dark hair tree road man wearing glass sky clear white shirt man man wearing glass tree road man beard building background man black white photo red white logo sign building background building background building background man glass building background road dark tree background building distance white line road tree distance man wearing black shirt sky clear mountain distance tree background man beard tree background sun shining cloud white cloud blue sky man beard large building distance building distance tree background large cloud distance building distance tree background large green tree sky cloudy building distance sky clear tree distance tree distance man brown hair tree background tree distance sky clear black chair sun shining large patch grass sun shining cloud head person sky clear man wearing shirt man glass man beard tree distance white cloud blue sky sun shining cloud tree background building distance white cloud blue sky black hat man head man nose brown tree background white line road building background sky dark white cloud blue sky light distance blue wall tree background white cloud blue sky cloud sky bright man wearing black shirt black white lamp green leaf tree hair black white cloud blue sky white cloud blue sky sky clear white cloud blue sky sun shining cloud white cloud blue sky white cloud blue sky sky clear tree background white cloud blue sky man shirt white shirt nose man,29 degrees 8pm ....... beautiful ☀    ☀ ️️ #selfie #stpaul #minneapolis #minnesota #newlife,143.76000983,324.08065796,24.3648071285,57.5675354,919.718115104,0.0374,1,131,1,2194,387,0.338501292
tweet_120801.txt,man brown hair man smiling small green bush woman wearing black shirt man short hair clear sky arm man large green tree man glass sky clear small bush person wearing blue shirt wooden post man smiling bush green leaf man beard sky clear blue arm woman leg man green bush small bush tree water water blue green tree background green leaf tree white cloud blue sky white cloud blue sky green tree distance hair man eye man pink flower woman wearing black shirt man glass green bush leg person woman wearing necklace man wearing hat white cloud blue sky sky clear white cloud blue sky small white building blue white shirt green tree distance white cloud blue sky tall pole distance small white building hair man arm woman white cloud blue sky man wearing hat necklace black white cloud blue sky shirt blue white cloud blue sky white cloud blue sky sun shining window man wearing tie white cloud blue sky white cloud blue sky green leaf tree white cloud blue sky woman wearing necklace white cloud blue sky white cloud blue sky hair man tree background man wearing hat white cloud blue sky arm woman white cloud blue sky white cloud blue sky man glass man short hair,view happy smiling 🌊    🐠    🐬    🌳    🌴  #smile #selfie #sea #seaview,168764.524237,121.995407,11.5060997008,45.28225708,188.703344527,0.404088,1,431,5,17665,345,1.2492753623
tweet_129158.txt,man short hair orange shirt man orange orange striped shirt man hair black man glass car mirror orange shirt orange stripe car window man wearing glass white chair glass man face white plastic chair orange shirt man orange orange shirt man wearing glass orange orange shirt man beard man black hair person wearing red shirt orange shirt man orange shirt man beard black car seat black car seat man beard man wearing glass orange shirt man white chair man beard man black hair white wall man orange shirt man shirt yellow orange yellow striped shirt picture man white chair carrot arm woman orange shirt man man right arm wall black hair brown man wearing glass blue white striped chair red bag chair woman wearing hat white metal vent wall white stripe shirt hair head dog orange orange white paper man beard black seat car man wearing hat shirt yellow orange orange shirt orange shirt man umbrella yellow arm man orange shirt man hair head man orange shirt man orange white bag orange shirt red orange white shirt shirt orange board red shirt man white wall man,love orange 🎊    🎉  ❤  ️ #carclick #selfie #selfienation #selfies,2479.23622815,282.630096,14.0817036628,15.89455819,400.743905978,0.077496,1,319,11,1058,1787,0.1785114717
tweet_117250.txt,man holding surfboard white brick wall sign white nose man water splashing wall concrete nose man head man concrete wall letter man beard brick sidewalk eye man brick sidewalk brick wall mouth person ear white surfboard white letter sign brick sidewalk white letter shirt black ski pole shadow wall man white shirt black ski pole black ski pole sidewalk brick water green nose man man hair brown water blue brick sidewalk brick ground black ski pole brick sidewalk water blue nose man brick sidewalk ground concrete white snow ground shadow person snow black ski pole black chair nose bear white stripe shirt shirt black water blue ground brick black white blanket water dark letter shadow person ground brick sidewalk brick ground brick sidewalk water gray white collar shirt wall white hair black white letter shirt black pillow bed water clear black strap chair white shirt man water dark hair man body zebra ground brick white blue ocean wave white blue ocean wave white blue ocean wave,#bear #beard #boy #gay #cute #oldie #workingboy #working #selfie,2044.35459535,80.6921921,22.6891901462,25.02941966,21.0943246136,0.528184,1,33,0,518,72,0.4583333333
